skill	zarr-python	skills-dir	Chunked N-D arrays for cloud storage (Zarr-Python 3). Compressed arrays, parallel I/O, S3/GCS via fsspec, NumPy/Dask/Xarray compatible, f...
plugin	agent-browser	agent-browser	Automates browser interactions for web testing, form filling, screenshots, and data extraction
plugin	agentic-actions-auditor	trailofbits	Audits GitHub Actions workflows for security vulnerabilities in AI agent integrations (Claude Code Action, Gemini CLI, OpenAI Codex, GitH...
plugin	ai-toolkit	spartan-marketplace	Engineering discipline layer for Claude Code — workflows, rules, skills, agents organized in modular packs
plugin	audit-context-building	trailofbits	Understand a codebase before looking for bugs in it. Reads it function by function, records what each one assumes and depends on, and sav...
plugin	building-secure-contracts	trailofbits	Comprehensive smart contract security toolkit based on Trail of Bits' Building Secure Contracts framework. Includes vulnerability scanner...
plugin	burpsuite-project-parser	trailofbits	Search and extract data from Burp Suite project files (.burp) for security analysis
plugin	c-review	trailofbits	Comprehensive C/C++ security code review with specialized bug-finding agents covering memory safety, type safety, concurrency, and Linux/...
plugin	caveman	caveman	Talk like caveman. Cut 65% output tokens (measured). Keep all technical accuracy.
plugin	claude-api	anthropic-agent-skills	Claude API and SDK documentation skill for building LLM-powered applications
plugin	claude-code-setup	claude-plugins-official	Analyze codebases and recommend tailored Claude Code automations such as hooks, skills, MCP servers, and subagents.
plugin	claude-hud	claude-hud	Real-time statusline showing context usage, active tools, running agents, and todo progress. Always visible below your input, zero config...
plugin	claude-in-chrome-troubleshooting	trailofbits	Diagnose and fix Claude in Chrome MCP extension connectivity issues
plugin	claude-mem	thedotmack	Persistent memory system for Claude Code - context compression across sessions
plugin	code-simplifier	claude-plugins-official	Agent that simplifies and refines code for clarity, consistency, and maintainability while preserving functionality. Focuses on recently ...
plugin	codex	openai-codex	Use Codex from Claude Code to review code or delegate tasks.
plugin	constant-time-analysis	trailofbits	Detect compiler-induced timing side-channels in cryptographic code
plugin	core-skills	hyperframes	The HyperFrames core set — install this one: the /hyperframes router, the hyperframes-* domain skills, and media-use. The router installs...
plugin	culture-index	trailofbits	Interprets Culture Index survey results for individuals and teams
plugin	devcontainer-setup	trailofbits	Create pre-configured devcontainers with Claude Code and language-specific tooling
plugin	differential-review	trailofbits	Security-focused differential review of code changes with git history analysis and blast radius estimation
plugin	dimensional-analysis	trailofbits	Annotates codebases with dimensional analysis comments documenting units, dimensions, and decimal scaling. Use when someone asks to annot...
plugin	document-skills	anthropic-agent-skills	Collection of document processing suite including Excel, Word, PowerPoint, and PDF capabilities
plugin	dwarf-expert	trailofbits	Analyze DWARF debug information: parse and search DIEs with dwarfdump and readelf, verify debug info integrity, and write DWARF parsing code
plugin	entry-point-analyzer	trailofbits	Analyzes smart contract codebases to identify state-changing entry points for security auditing. Detects externally callable functions th...
plugin	example-skills	anthropic-agent-skills	Collection of example skills demonstrating various capabilities including skill creation, MCP building, visual design, algorithmic art, i...
plugin	expo-experiments	expo-plugins	Experimental Expo skills for APIs that are not finalized. Skills graduate to the expo plugin when stable.
plugin	expo	expo-plugins	Official Expo skills for building, deploying, upgrading, and debugging Expo apps.
plugin	firebase-apk-scanner	trailofbits	Scan Android APKs for Firebase security misconfigurations including open databases, storage buckets, authentication issues, and exposed c...
plugin	fp-check	trailofbits	Systematic false positive verification for security bug analysis with mandatory gate reviews
plugin	frontend-slides	frontend-slides	Zero-dependency HTML presentation generator with safe presets, bold template-library styles, PPT conversion, and anti-AI-slop design phil...
plugin	gh-cli	trailofbits	Intercepts GitHub URL fetches and curl/wget commands, redirecting to the authenticated gh CLI.
plugin	git-cleanup	trailofbits	Safely analyzes and cleans up local git branches and worktrees by categorizing them as merged, squash-merged, superseded, or active work.
plugin	github-triage	trailofbits	Triages a repository's open GitHub issues and pull requests via the gh CLI: optionally merges ready bot and maintainer-approved PRs and s...
plugin	gsap-skills	gsap-skills	Official GSAP skills for Cursor, Claude and other AI agents, covering tweens, timelines, ScrollTrigger, plugins, utilities, React hooks, ...
plugin	humanizer	humanizer	Remove signs of AI-generated writing from text, making it sound more natural and human. Based on Wikipedia's "Signs of AI writing" guide.
plugin	i-have-adhd	i-have-adhd	Action-first, ADHD-friendly output shaping for Claude Code.
plugin	impeccable	impeccable	Design fluency for frontend development. 1 skill with 23 commands (/impeccable polish, /impeccable audit, /impeccable critique, etc.) and...
plugin	insecure-defaults	trailofbits	Detects insecure default configurations including hardcoded credentials, fallback secrets, weak authentication defaults, and dangerous va...
plugin	ios-simulator-skill	conorluddy	29 production-ready scripts for iOS app testing, building, and automation
plugin	last30days	last30days-skill	Research any topic across Reddit, X, YouTube, TikTok, Instagram, Hacker News, Polymarket, GitHub, and 5+ more sources. AI agent scores by...
plugin	let-fate-decide	trailofbits	Draws the 12 Houses of the Zodiac Tarot spread using cryptographic randomness to add 100+ bits of entropy to vague or underspecified plan...
plugin	marketing-skills	marketingskills	49 marketing skills for technical marketers and founders: CRO, copywriting, cold email, prospecting, SEO, AI SEO, paid ads, SMS, ad creat...
plugin	mattpocock-skills	mattpocock	Matt Pocock's agent skills for real engineering — grilling, spec/ticket flows, TDD, code review, domain modelling and more.
plugin	modern-python	trailofbits	Modern Python best practices. Use when creating new Python projects, and writing Python scripts, or migrating existing projects from lega...
plugin	mutation-testing	trailofbits	Configures mewt or muton mutation testing campaigns — scopes targets, tunes timeouts, and optimizes long-running runs. Use when the user ...
plugin	open-sourcing	trailofbits	Prepares a repository for public open-source release: secrets-history hygiene, license selection, documentation and CI readiness checks, ...
plugin	playwright-skill	playwright-skill	Agent Skill for general-purpose browser automation with Playwright. The agent writes and executes custom scripts for testing pages, valid...
plugin	ponytail	ponytail	Forces the laziest solution that works. YAGNI, stdlib first, one line over fifty.
plugin	property-based-testing	trailofbits	Property-based testing guidance for multiple languages and smart contracts
plugin	pyright-lsp	claude-plugins-official	Python language server (Pyright) for type checking and code intelligence
plugin	rust-review	trailofbits	Comprehensive Rust security code review with specialized bug-finding agents covering the safe/unsafe boundary, memory safety in unsafe bl...
plugin	second-opinion	trailofbits	Runs code reviews using external LLM CLIs (OpenAI Codex, Google Gemini) on uncommitted changes, branch diffs, or specific commits. Bundle...
plugin	semgrep-rule-creator	trailofbits	Create custom Semgrep rules for detecting bug patterns and security vulnerabilities
plugin	semgrep-rule-variant-creator	trailofbits	Creates language variants of existing Semgrep rules with proper applicability analysis and test-driven validation
plugin	sharp-edges	trailofbits	Identify error-prone APIs, dangerous configurations, and footgun designs that enable security mistakes
plugin	skill-improver	trailofbits	Automatically reviews and fixes Claude Code skills through iterative refinement until they meet quality standards. Requires plugin-dev pl...
plugin	social-media-skills	social-media-skills	The complete set of Claude skills behind Charlie Hills' content system. 415k+ followers across LinkedIn, Instagram, Substack, X and YouTu...
plugin	spec-to-code-compliance	trailofbits	Check code against the documentation that specifies it: one agent per requirement, divergences refuted before they are reported, evidence...
plugin	static-analysis	trailofbits	Static analysis toolkit with CodeQL, Semgrep, and SARIF parsing for security vulnerability detection
plugin	superpowers	superpowers-dev	Core skills library for Claude Code: TDD, debugging, collaboration patterns, and proven techniques
plugin	supply-chain-risk-auditor	trailofbits	Audit a project's npm, PyPI, and Go dependencies for supply-chain risk: version-matched advisories for direct dependencies and the full l...
plugin	taste-skill	taste-skill	Frontend design taste skills including brutalist, minimalist, soft, redesign, stitch, and more
plugin	terrashark	terrashark	Terraform/OpenTofu Guardrails
plugin	testing-handbook-skills	trailofbits	Skills from the Trail of Bits Application Security Testing Handbook (appsec.guide)
plugin	trailmark	trailofbits	Builds multi-language source and binary code graphs for security analysis: call graphs, attack surface mapping, blast radius, taint propa...
plugin	variant-analysis	trailofbits	Find similar vulnerabilities and bugs across codebases using pattern-based analysis
plugin	vulnerability-triage-brocards	trailofbits	Principled framework for triaging vulnerability reports using 7 brocards (rules of thumb). Evaluates incoming CVEs, bug bounty submission...
plugin	warp	claude-code-warp	Native Warp notifications when Claude completes tasks or needs input
plugin	web-asset-generator	web-asset-generator-marketplace	Generate favicons, app icons, and social media images from logos, text, or emojis. Features emoji suggestions, WCAG validation, and autom...
plugin	writing-lean-proofs	trailofbits	Structured Lean 4 proof writing and library design following Mathlib conventions
plugin	yara-authoring	trailofbits	YARA-X detection rule authoring with linting and quality analysis
plugin	zeroize-audit	trailofbits	Detects missing or compiler-optimized zeroization of sensitive data with assembly and control-flow analysis
